"source","target","type","label"
"Abbey Lincoln","Marc Cary","undirected","October 8, 1996, Iridium, New York City"
"Abbey Lincoln","Aaron Walker","undirected","October 8, 1996, Iridium, New York City"
"Michael Bowie","Marc Cary","undirected","October 8, 1996, Iridium, New York City"
"Michael Bowie","Aaron Walker","undirected","October 8, 1996, Iridium, New York City"
"Marc Cary","Aaron Walker","undirected","October 8, 1996, Iridium, New York City"
"Alvester Garnett","Bobby Hutcherson","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Marc Cary","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Nicholas Payton","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Daniel Moreno","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Maggie Brown","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Alvester Garnett","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Marc Cary","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Nicholas Payton","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Daniel Moreno","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Maggie Brown","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Bobby Hutcherson","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","Nicholas Payton","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","Daniel Moreno","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","Maggie Brown","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Marc Cary","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","Daniel Moreno","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","Maggie Brown","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Nicholas Payton","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Daniel Moreno","Maggie Brown","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Daniel Moreno","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Daniel Moreno","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Daniel Moreno","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Daniel Moreno","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Maggie Brown","John Ormond","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Maggie Brown","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Maggie Brown","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Maggie Brown","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"John Ormond","Michael Bowie","undirected","June 3-5, 1998, Avatar Studios, New York City"
"John Ormond","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"John Ormond","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Michael Bowie","James Hurt","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Michael Bowie","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"James Hurt","Abbey Lincoln","undirected","June 3-5, 1998, Avatar Studios, New York City"
"Reggie Workman","Mal Waldron","undirected","August 15-17, 1997, Antwerp, Belgium"
"Reggie Workman","Andrew Cyrille","undirected","August 15-17, 1997, Antwerp, Belgium"
"Reggie Workman","Abbey Lincoln","undirected","August 15-17, 1997, Antwerp, Belgium"
"Mal Waldron","Andrew Cyrille","undirected","August 15-17, 1997, Antwerp, Belgium"
"Mal Waldron","Abbey Lincoln","undirected","August 15-17, 1997, Antwerp, Belgium"
"Andrew Cyrille","Abbey Lincoln","undirected","August 15-17, 1997, Antwerp, Belgium"
"Steve Kirby","Abbey Lincoln","undirected","June 21, 1997, Iridium, New York City"
"Steve Kirby","Marc Cary","undirected","June 21, 1997, Iridium, New York City"
"Steve Kirby","Aaron Walker","undirected","June 21, 1997, Iridium, New York City"
"Abbey Lincoln","Marc Cary","undirected","June 21, 1997, Iridium, New York City"
"Abbey Lincoln","Aaron Walker","undirected","June 21, 1997, Iridium, New York City"
"Marc Cary","Aaron Walker","undirected","June 21, 1997, Iridium, New York City"
"Abbey Lincoln","Michael Bowie","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Abbey Lincoln","Marc Cary","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Abbey Lincoln","Aaron Walker","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Michael Bowie","Marc Cary","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Michael Bowie","Aaron Walker","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Marc Cary","Aaron Walker","undirected","March 14, 1997, Cleveland Museum Of Art, Cleveland, OH"
"Rodney Green","John Ormond","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"Rodney Green","Marc Cary","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"Rodney Green","Abbey Lincoln","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"John Ormond","Marc Cary","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"John Ormond","Abbey Lincoln","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"Marc Cary","Abbey Lincoln","undirected","April 24, 1999, Fabrik, Hamburg, Germany"
"Rossen Zahariev","Steve Kuhn","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Rossen Zahariev","Jacques Schwartz Bart","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Rossen Zahariev","Chris Wood","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Rossen Zahariev","Bob Moses","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Rossen Zahariev","Abbey Lincoln","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Steve Kuhn","Jacques Schwartz Bart","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Steve Kuhn","Chris Wood","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Steve Kuhn","Bob Moses","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Steve Kuhn","Abbey Lincoln","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Jacques Schwartz Bart","Chris Wood","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Jacques Schwartz Bart","Bob Moses","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Jacques Schwartz Bart","Abbey Lincoln","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Chris Wood","Bob Moses","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Chris Wood","Abbey Lincoln","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Bob Moses","Abbey Lincoln","undirected","July 23 & 24, 1998, Kampo Audio/Video, New York City"
"Belinda Whitney","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Steve Hartman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Belinda Whitney","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Steve Hartman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ashley Horn","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Steve Hartman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Regis Iandiorio","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Akua Dixon Turre","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Pauline Kim","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ted Ackerman","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","James Spaulding","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
