"source","target","type","label"
"James Spaulding","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kermit Moore","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Joyce Hammann","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Richard Locker","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Susan Rotholv","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Susan Niedel-Palma","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Robin Zeh","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
